iter	Logloss	Accuracy
883	0.3536112438	0.861952862
884	0.3535851153	0.861952862
885	0.3534674128	0.8630751964
886	0.3534671897	0.8630751964
887	0.3533499942	0.8630751964
888	0.3533020339	0.8630751964
889	0.3532100624	0.8630751964
890	0.3531743363	0.8630751964
891	0.3531399395	0.8630751964
892	0.3530133533	0.8630751964
893	0.3528425122	0.8630751964
894	0.3527833858	0.8630751964
895	0.352673012	0.8630751964
896	0.3525972682	0.8630751964
897	0.3525919937	0.8630751964
898	0.3525523755	0.8630751964
899	0.3525381926	0.8630751964
900	0.352456495	0.8630751964
901	0.352357153	0.8630751964
902	0.3523100883	0.8630751964
903	0.352220519	0.8630751964
904	0.3520925527	0.8641975309
905	0.3520767455	0.8641975309
906	0.3519350135	0.8641975309
907	0.3518995709	0.8641975309
908	0.3517750814	0.8641975309
909	0.3516807529	0.8641975309
910	0.3516026875	0.8630751964
911	0.3515530123	0.8630751964
912	0.3514753277	0.8630751964
913	0.3513907909	0.8630751964
914	0.3513161772	0.8653198653
915	0.3512089732	0.8653198653
916	0.3511408603	0.8664421998
917	0.3510214246	0.8664421998
918	0.3510131701	0.8664421998
919	0.3508764012	0.8664421998
920	0.3508486126	0.8664421998
921	0.3506657239	0.8664421998
922	0.3505039053	0.8664421998
923	0.3504714784	0.8664421998
924	0.3503871388	0.8664421998
925	0.3503785606	0.8664421998
926	0.3503475927	0.8664421998
927	0.350269798	0.8664421998
928	0.350201833	0.8664421998
929	0.3501482476	0.8664421998
930	0.3501251916	0.8664421998
931	0.3500393641	0.8664421998
932	0.3499045075	0.8664421998
933	0.3498981779	0.8664421998
934	0.3497791365	0.8664421998
935	0.3497541793	0.8664421998
936	0.3496372949	0.8653198653
937	0.3494376616	0.8653198653
938	0.3493252134	0.8653198653
939	0.3493127057	0.8664421998
940	0.3492398139	0.8653198653
941	0.3490629751	0.8653198653
942	0.3488577829	0.8653198653
943	0.3487011027	0.8653198653
944	0.3486907049	0.8653198653
945	0.348541296	0.8664421998
946	0.3485117183	0.8664421998
947	0.3483713921	0.8664421998
948	0.3482012255	0.8664421998
949	0.3481831942	0.8664421998
950	0.3480619748	0.8664421998
951	0.3479308945	0.8664421998
952	0.3478048988	0.8664421998
953	0.3477095166	0.8664421998
954	0.3476169726	0.8664421998
955	0.347426751	0.8653198653
956	0.3473992648	0.8653198653
957	0.3473383549	0.8653198653
958	0.3471833278	0.8664421998
959	0.3470272693	0.8653198653
960	0.3468726792	0.8653198653
961	0.3468688018	0.8653198653
962	0.3467883373	0.8653198653
963	0.3467811609	0.8653198653
964	0.3466739812	0.8664421998
965	0.3465403285	0.8686868687
966	0.3464822072	0.8675645342
967	0.3464647455	0.8686868687
968	0.3463816682	0.8675645342
969	0.3462526159	0.8675645342
970	0.3461574432	0.8675645342
971	0.3460793301	0.8675645342
972	0.3459684884	0.8686868687
973	0.3459648695	0.8686868687
974	0.3459035856	0.8686868687
975	0.3458731965	0.8686868687
976	0.3457774342	0.8686868687
977	0.3457402963	0.8686868687
978	0.3456510383	0.8675645342
979	0.3455366142	0.8675645342
980	0.3453117301	0.8675645342
981	0.3452642889	0.8675645342
982	0.3452383512	0.8675645342
983	0.3452149539	0.8675645342
984	0.3451506165	0.8675645342
985	0.3451401537	0.8675645342
986	0.3450856306	0.8675645342
987	0.3449935712	0.8698092031
988	0.3449738222	0.8698092031
989	0.3449086109	0.8709315376
990	0.3447699433	0.8709315376
991	0.3447156903	0.8709315376
992	0.344623506	0.8709315376
993	0.3445793555	0.8709315376
994	0.3444778822	0.8709315376
995	0.3444628588	0.8709315376
996	0.3443685385	0.8709315376
997	0.3443430064	0.8709315376
998	0.344339079	0.8709315376
999	0.3441282335	0.8709315376
